url,name,sku
https://www.lowes.com//collections/Samsung-Side-by-Side-Refrigerator-Electric-Range-Suite-in-Stainless-Steel/GR_391,Samsung Side-by-Side Refrigerator & Electric Range Suite in Stainless Steel,GR_391
https://www.lowes.com//pd/Samsung-27-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1002238294,Samsung 27.4-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),1002238294
https://www.lowes.com//pd/MARVEL-Low-Profile-4-6-cu-ft-Built-In-Freestanding-Mini-Fridge-Stainless-Steel/50323421,MARVEL Low Profile 4.6-cu ft Built-In/Freestanding Mini Fridge (Stainless Steel),50323421
https://www.lowes.com//pd/KitchenAid-20-8-cu-ft-Built-In-French-Door-Refrigerator-with-Ice-Maker-Panel-Ready/50331729,KitchenAid 20.8-cu ft 3-Door 36-in Built-in Panel Ready French Door Refrigerator with Platinum Interior Design,50331729
https://www.lowes.com//pd/KitchenAid-24-2-cu-ft-Built-In-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/50385668,KitchenAid 24.2-cu ft 3-Door 42-in Built-in French Door Refrigerator with Platinum Interior Design - Stainless Steel,50385668
https://www.lowes.com//pd/GE-5-6-cu-ft-Built-In-Freestanding-Mini-Fridge-Freezer-Compartment-White/50295259,GE 5.6-cu ft Built-In/Freestanding Mini Fridge Freezer Compartment (White),50295259
https://www.lowes.com//pd/Maxximum-Maxximum-5-2-Cu-Ft-Compact-Refrigerator-Stainless-Steel/1002987182,Maxximum 5.2-cu ft Built-In/Freestanding Mini Fridge (Stainless Steel with Black Cabinet),1002987182
https://www.lowes.com//pd/GE-5-6-cu-ft-Built-In-Freestanding-Mini-Fridge-Freezer-Compartment-Black/50288017,GE 5.6-cu ft Built-In/Freestanding Mini Fridge Freezer Compartment (Black),50288017
https://www.lowes.com//pd/Maxximum-Maxximum-5-2-Cu-Ft-Compact-Refrigerator-Stainless-Steel/1002982094,Maxximum 5.2-cu ft Built-In/Freestanding Mini Fridge (Stainless Steel with Black Cabinet),1002982094
https://www.lowes.com//pd/Danby-Danby-ENERGY-STAR-7-3-cu-ft-Built-In-Top-Freezer-Refrigerator-White-ENERGY-STAR/1000700788,Danby Danby ENERGY STAR 7.3-cu ft Built-In Top-Freezer Refrigerator (White) ENERGY STAR,1000700788
https://www.lowes.com//pd/Summit-Appliance-36-In-Under-Counter-French-Door-Refrigerator-Freezer/1003008906,Summit Appliance 5.8-cu ft Undercounter Mini Fridge Freezer Compartment (Stainless Steel Doors and Black Cabinet),1003008906
https://www.lowes.com//pd/GE-5-6-cu-ft-Built-In-Freestanding-Mini-Fridge-Freezer-Compartment-Stainless-Steel/999977480,GE 5.6-cu ft Built-In/Freestanding Mini Fridge Freezer Compartment (Stainless Steel),999977480
https://www.lowes.com//pd/Fisher-Paykel-Cool-Drawer-Built-In-1-Panel-Ready/1000694532,Fisher & Paykel Cool Drawer 34-in Built-In 1 Drawer Refrigerator (Panel Ready),1000694532
https://www.lowes.com//pd/Thor-Kitchen-Built-in-Freestanding-Double-Drawer-Refrigerator-Stainless-steel/1001313434,Thor Kitchen 24-in Built-In/Freestanding 2 Drawer Refrigerator (Stainless Steel),1001313434
https://www.lowes.com//pd/Cafe-Built-In-Freestanding-2-Stainless-Steel/1000868064,Cafe 24-in Built-In/Freestanding 2 Drawer Refrigerator (Stainless Steel),1000868064
https://www.lowes.com//pd/Cafe-Built-In-Freestanding-2-Matte-Black/1000761894,Cafe 24-in Built-In/Freestanding 2 Drawer Refrigerator (Matte Black),1000761894
https://www.lowes.com//pd/KitchenAid-23-75-in-Built-In-Double-Drawer-Refrigerator-Stainless-Steel/50393492,KitchenAid 24-in Built-In 2 Drawer Refrigerator (Stainless Steel),50393492
https://www.lowes.com//pd/KitchenAid-23-75-in-Built-In-Double-Drawer-Refrigerator-Panel-Ready/50393488,KitchenAid 24-in Built-In 2 Drawer Refrigerator (Panel Ready),50393488
https://www.lowes.com//pd/KitchenAid-23-75-in-Built-In-Double-Drawer-Refrigerator-Stainless-Steel/50393490,KitchenAid 24-in Built-In 2 Drawer Refrigerator (Stainless Steel),50393490
https://www.lowes.com//pd/MARVEL-Outdoor-23-875-in-Built-In-Freestanding-Double-Drawer-Refrigerator-Stainless-steel/50371298,MARVEL Outdoor 24-in Built-In/Freestanding 2 Drawer Refrigerator (Stainless Steel),50371298
https://www.lowes.com//pd/KitchenAid-23-75-in-Built-In-Double-Drawer-Refrigerator-Panel-Ready/50393494,KitchenAid 24-in Built-In 2 Drawer Refrigerator (Panel Ready),50393494
https://www.lowes.com//pd/MARVEL-23-875-in-Built-In-Double-Drawer-Refrigerator-Stainless-steel/1000217399,MARVEL 24-in Built-In 2 Drawer Refrigerator (Stainless Steel),1000217399
https://www.lowes.com//pd/Summit-Appliance-Summit-Classic-Collection-Built-In-Freestanding-Double-Drawer-Refrigerator-Stainless-Steel-With-Panel-ready-Drawer-Fronts/1000537551,"Summit Appliance Summit Classic Collection 24-in Built-In/Freestanding 2 Drawer Refrigerator (Stainless Steel, with Panel-Ready Drawer Fronts)",1000537551
https://www.lowes.com//pd/Avallon-140-Can-Capacity-5-7-cu-ft-Residential-Stainless-Steel-Beverage-Center/1001305194,Avallon 140-Can Capacity (5.7-cu ft) Residential Stainless Steel Beverage Center,1001305194
https://www.lowes.com//pd/EdgeStar-53-Can-Capacity-7-75-cu-ft-Residential-Stainless-Steel-Beverage-Center/1001305114,EdgeStar 53-Can Capacity (7.75-cu ft) Residential Stainless Steel Beverage Center,1001305114
